,Gender,Core_Ind,Parent_Same_LastName,ACU_Distance,PRIZM_HouseholdIncome,QUAL_Familiarity,QUAL_Rank,HS_SIZE,HS_RankPercent,HS_GPA_CALC,NUM_Advanced_Courses,ACT,Visited,Taylor_County,US,Abilene,Texas,CoC,Ethnicity
206496,1,0,2,139.0,28481.0,2.0,3.0,421.0,79.81,3.56,7.0,18.0,1,0,1,0,1,0,2
206499,1,0,1,219.0,31484.0,2.0,0.0,27.0,37.04,3.28,1.0,17.0,0,0,1,0,1,0,3
206500,1,0,2,182.0,51705.0,4.0,3.0,99.0,97.98,4.0,11.0,33.0,1,0,1,0,1,0,1
206501,1,0,2,182.0,44474.0,1.0,3.0,693.0,89.32,3.85,10.0,23.0,1,0,1,0,1,0,3
206503,1,1,2,290.0,47519.0,2.0,3.0,107.0,94.39,3.53,12.0,27.0,0,0,1,0,1,1,1
206509,1,0,2,130.0,63377.0,2.0,3.0,544.0,74.45,3.34,12.0,30.0,0,0,1,0,1,0,1
206515,2,0,2,182.0,101988.0,4.0,4.0,466.0,67.6,3.21,10.0,23.0,1,0,1,0,1,0,1
206519,1,0,2,188.0,77831.0,0.0,0.0,371.0,87.87,3.65,6.0,22.0,1,0,1,0,1,0,2
206523,1,1,2,78.0,35682.0,3.0,3.0,155.0,96.77,3.83,14.0,29.0,1,0,1,0,1,1,1
206526,2,1,2,177.0,75919.0,2.0,3.0,468.0,63.89,3.82,8.0,25.0,1,0,1,0,1,1,1
206530,2,0,2,155.0,47038.0,0.0,0.0,260.0,92.69,4.0,10.0,25.0,1,0,1,0,1,0,1
206532,2,0,2,225.0,24000.0,2.0,3.0,157.0,95.54,4.04,9.0,16.0,0,0,1,0,1,0,3
206534,2,0,2,143.0,33500.0,2.0,3.0,467.0,88.44,3.61,9.0,20.0,0,0,1,0,1,0,4
206535,2,1,2,245.0,73663.0,2.0,3.0,261.0,98.85,4.0,12.0,32.0,1,0,1,0,0,1,1
206541,1,0,2,7.0,75102.0,1.0,2.0,27.0,29.63,3.469,2.0,23.0,1,0,1,1,1,1,4
206543,2,1,2,157.0,50436.0,0.0,0.0,432.0,57.18,2.421,12.0,23.0,0,0,1,0,1,0,4
206549,1,0,2,208.0,106878.0,0.0,0.0,728.0,78.98,3.844,2.0,22.0,1,0,1,0,1,0,1
206552,1,0,2,159.0,100168.0,3.0,1.0,531.0,91.53,3.53,9.0,26.0,0,0,1,0,1,0,3
206553,1,0,2,1061.0,70886.0,1.0,0.0,643.0,77.92,3.7,4.0,31.0,0,0,1,1,0,0,1
206554,2,0,2,162.0,48200.0,0.0,4.0,560.0,84.82,3.457,12.0,21.0,1,0,1,0,1,0,3
206557,1,0,2,185.0,74333.0,4.0,1.0,714.0,83.47,3.58,10.0,29.0,1,0,1,0,1,0,4
206560,2,0,2,410.0,50631.0,4.0,4.0,230.0,35.65,2.69,2.0,22.0,1,0,1,0,0,0,1
206564,1,0,2,545.0,39167.0,0.0,0.0,328.0,89.02,3.67,4.0,26.0,0,0,1,0,0,0,2
206573,2,1,2,160.0,43318.0,2.0,5.0,48.0,60.42,3.31,6.0,21.0,0,0,1,0,1,0,1
206574,1,0,2,173.0,62801.0,3.0,5.0,433.0,78.75,3.62,7.0,24.0,1,0,1,0,1,0,2
206577,1,0,2,180.0,59069.0,1.0,3.0,528.0,42.99,3.25,1.0,23.0,0,0,1,0,1,0,1
206579,1,0,2,240.0,100641.0,0.0,0.0,659.0,71.62,3.54,5.0,22.0,0,0,1,0,1,0,1
206584,2,1,2,300.0,83643.0,0.0,0.0,593.0,92.75,3.48,11.0,24.0,0,0,1,0,1,0,2
206589,1,0,2,191.0,24940.0,0.0,0.0,389.0,52.44,2.83,6.0,21.0,1,0,1,0,1,0,3
206592,1,0,2,219.0,69694.0,1.0,3.0,356.0,97.75,4.0,10.0,24.0,1,0,1,0,1,0,3
206593,1,0,2,160.0,64000.0,0.0,0.0,531.0,88.32,3.96,4.0,26.0,1,0,1,0,1,0,1
206595,1,0,2,137.0,70202.0,4.0,4.0,344.0,97.09,3.95,9.0,22.0,1,0,1,0,1,0,2
206597,2,0,0,192.0,96805.0,0.0,0.0,555.0,17.3,2.86,0.0,16.0,0,0,1,0,1,0,2
206599,2,0,2,167.0,83750.0,2.0,3.0,416.0,82.69,3.54,0.0,27.0,0,0,1,0,1,0,4
206601,2,0,2,228.0,34074.0,1.0,3.0,97.0,82.47,3.77,0.0,18.0,1,0,1,0,1,0,3
206603,1,0,2,191.0,34245.0,3.0,3.0,177.0,94.92,3.37,10.0,21.0,1,0,1,0,1,1,2
206604,1,0,2,226.0,35000.0,2.0,3.0,495.0,91.92,3.908,10.0,17.0,0,0,1,0,1,0,3
206608,2,0,2,159.0,75962.0,2.0,3.0,524.0,20.23,2.42,2.0,15.0,1,0,1,0,1,0,2
206612,1,0,2,84.0,36830.0,3.0,1.0,64.0,95.31,3.94,12.0,22.0,1,0,1,0,1,0,3
206626,1,0,2,182.0,64935.0,2.0,3.0,334.0,40.42,2.7710000000000004,3.0,23.0,0,0,1,0,1,0,1
206632,1,1,1,177.0,72852.0,0.0,0.0,623.0,61.48,3.036,2.0,19.0,0,0,1,0,1,0,4
206635,1,0,2,153.0,52731.0,1.0,3.0,709.0,88.43,3.22,8.0,24.0,1,0,1,0,1,0,3
206638,1,0,2,1053.0,56696.0,3.0,3.0,539.0,95.36,3.81,9.0,26.0,0,0,1,1,0,0,3
206642,1,0,2,226.0,31420.0,3.0,1.0,513.0,33.14,3.159,6.0,22.0,0,0,1,0,1,0,3
206643,2,0,2,306.0,27563.0,0.0,0.0,104.0,33.65,3.12,2.0,21.0,0,0,1,0,1,0,2
206653,2,0,2,160.0,72461.0,3.0,3.0,487.0,75.56,4.033,2.0,23.0,1,0,1,0,1,0,1
206662,2,0,2,313.0,28994.0,1.0,1.0,824.0,48.67,3.18,1.0,22.0,0,0,1,0,1,1,3
206667,1,0,2,152.0,58512.0,0.0,0.0,471.0,63.06,3.02,2.0,21.0,0,0,1,0,1,0,2
206669,1,0,2,215.0,72943.0,2.0,4.0,629.0,78.22,3.674,12.0,19.0,0,0,1,0,1,0,3
206679,1,0,2,182.0,76711.0,0.0,0.0,334.0,85.63,4.226,9.0,26.0,0,0,1,0,1,0,3
206682,2,0,2,148.0,50514.0,2.0,1.0,531.0,47.46,3.1510000000000002,10.0,20.0,0,0,1,0,1,0,2
206689,1,0,2,393.0,36460.0,2.0,2.0,513.0,45.03,3.1439999999999997,2.0,18.0,0,0,1,0,1,0,3
206690,1,1,2,171.0,98741.0,0.0,0.0,308.0,96.1,4.0,14.0,35.0,1,0,1,0,1,1,1
206692,1,0,2,26.0,37903.0,1.0,2.0,7.0,85.71,3.91,2.0,18.0,1,0,1,1,1,1,2
206694,2,1,1,219.0,76630.0,3.0,4.0,343.0,14.29,2.479,0.0,20.0,0,0,1,0,1,0,2
206697,2,0,2,163.0,64344.0,4.0,3.0,424.0,78.77,2.54,7.0,18.0,1,0,1,0,1,0,2
206700,2,0,2,146.0,57037.0,2.0,1.0,594.0,52.53,3.585,8.0,26.0,1,0,1,0,1,0,2
206704,2,0,2,220.0,67110.0,0.0,0.0,492.0,82.52,3.966,12.0,16.0,0,0,1,0,1,0,2
206705,2,1,2,240.0,55309.0,0.0,0.0,72.0,36.11,2.98,10.0,23.0,0,0,1,0,1,0,3
206710,1,0,2,147.0,28254.0,0.0,0.0,453.0,81.9,3.85,5.0,17.0,0,0,1,0,1,0,1
206715,1,0,1,162.0,89583.0,0.0,0.0,923.0,83.42,3.56,1.0,24.0,0,0,1,0,1,0,3
206716,2,0,2,173.0,65399.0,0.0,0.0,398.0,63.07,3.51,5.0,23.0,0,0,1,0,1,0,2
206719,2,0,2,148.0,70779.0,0.0,0.0,37.0,62.16,3.73,11.0,26.0,0,0,1,0,1,1,1
206722,1,0,2,314.0,34919.0,0.0,0.0,181.0,97.79,3.92,8.0,26.0,0,0,1,0,1,0,3
206732,1,0,2,288.0,59971.0,1.0,3.0,725.0,66.62,2.88,8.0,20.0,0,0,1,0,1,0,1
206735,2,0,2,165.0,30857.0,0.0,0.0,732.0,84.7,3.36,6.0,24.0,1,0,1,0,1,0,3
206738,2,0,2,158.0,24784.0,2.0,5.0,501.0,64.87,3.15,1.0,20.0,0,0,1,0,1,0,2
206743,1,0,1,220.0,116667.0,0.0,0.0,336.0,85.42,4.213,12.0,26.0,0,0,1,0,1,0,1
206745,2,1,2,5.0,79873.0,0.0,0.0,236.0,54.66,3.588,1.0,21.0,0,0,1,1,1,0,4
206747,1,0,2,305.0,45669.0,0.0,0.0,650.0,66.31,3.0,0.0,11.0,0,0,1,0,1,1,2
206756,2,1,2,50.0,58333.0,0.0,0.0,29.0,93.1,4.0,0.0,32.0,0,0,1,1,1,1,1
206759,1,0,2,3616.0,65217.0,0.0,0.0,11.0,27.27,2.71,0.0,18.0,0,0,1,0,0,0,4
206765,1,0,2,129.0,159255.0,2.0,2.0,204.0,81.37,3.92,6.0,21.0,1,0,1,0,1,0,1
206766,1,0,2,182.0,94556.0,2.0,3.0,38.0,57.89,4.17,7.0,24.0,0,0,1,0,1,0,3
206769,1,0,2,176.0,20066.0,1.0,4.0,500.0,52.4,3.4,10.0,18.0,1,0,1,0,1,0,2
206772,1,0,2,297.0,61141.0,0.0,0.0,406.0,87.19,3.6189999999999998,12.0,22.0,0,0,1,0,1,0,3
206773,1,0,2,226.0,64750.0,2.0,0.0,121.0,67.77,3.57,0.0,19.0,1,0,1,0,1,0,2
206775,1,0,2,3.0,43850.0,3.0,3.0,391.0,80.56,3.986,0.0,19.0,0,0,1,1,1,0,3
206778,1,0,2,126.0,33258.0,0.0,0.0,39.0,74.36,3.44,6.0,28.0,0,0,1,0,1,0,1
206783,2,0,2,156.0,148641.0,0.0,0.0,856.0,59.7,3.55,5.0,27.0,0,0,1,0,1,0,1
206785,2,0,2,161.0,32232.0,3.0,4.0,510.0,54.9,2.908,12.0,16.0,0,0,1,0,1,0,3
206790,2,0,2,268.0,44798.0,0.0,0.0,557.0,75.4,3.59,10.0,22.0,0,0,1,0,1,0,1
206795,2,0,2,119.0,54545.0,3.0,3.0,121.0,99.17,4.0,13.0,26.0,1,0,1,0,1,0,1
206801,1,0,0,445.0,32587.0,2.0,3.0,460.0,97.17,3.67,11.0,23.0,0,0,1,0,1,0,3
206805,1,0,2,226.0,45962.0,2.0,1.0,264.0,90.91,4.188,9.0,27.0,0,0,1,0,1,0,1
206809,1,0,2,530.0,93968.0,0.0,0.0,416.0,77.88,3.49,0.0,28.0,0,0,1,0,0,0,1
206811,2,0,2,350.0,26833.0,0.0,0.0,438.0,91.32,3.61,11.0,18.0,0,0,1,0,1,0,3
206813,2,0,2,450.0,45954.0,0.0,0.0,577.0,99.48,3.88,11.0,28.0,0,0,1,0,1,0,3
206818,1,0,2,218.0,74398.0,0.0,0.0,547.0,89.58,4.314,0.0,30.0,0,0,1,0,1,0,1
206820,2,0,2,315.0,49388.0,0.0,0.0,522.0,69.35,3.09,4.0,14.0,0,0,1,0,1,0,2
206822,1,0,2,225.0,31343.0,1.0,3.0,506.0,82.41,3.64,5.0,20.0,0,0,1,0,1,0,3
206823,2,0,2,196.0,46652.0,2.0,4.0,314.0,65.61,3.22,6.0,20.0,0,0,1,0,1,0,2
206824,1,0,2,139.0,28895.0,2.0,3.0,41.0,63.41,3.93,13.0,21.0,0,0,1,0,1,0,3
206831,1,0,2,153.0,28455.0,2.0,3.0,397.0,80.86,3.44,6.0,19.0,0,0,1,0,1,0,3
206846,2,0,2,176.0,100699.0,1.0,1.0,545.0,56.88,3.37,2.0,22.0,0,0,1,0,1,0,3
206848,1,0,2,168.0,68338.0,0.0,0.0,467.0,65.95,3.49,4.0,19.0,0,0,1,0,1,0,2
206850,2,0,2,139.0,28762.0,2.0,3.0,41.0,51.22,3.85,11.0,20.0,0,0,1,0,1,0,3
206863,1,0,2,199.0,67470.0,0.0,0.0,550.0,96.18,3.3,12.0,24.0,0,0,1,0,1,0,1
206885,1,0,2,294.0,128378.0,3.0,3.0,435.0,86.21,4.0,10.0,24.0,1,0,1,0,1,0,1
206891,1,0,2,161.0,57500.0,1.0,4.0,970.0,92.89,3.9,0.0,19.0,1,0,1,0,1,0,3
206903,1,0,2,228.0,86939.0,4.0,5.0,15.0,80.0,3.8,0.0,21.0,1,0,1,0,1,0,2
206920,2,0,2,168.0,60343.0,2.0,3.0,406.0,56.4,2.95,12.0,27.0,0,0,1,0,1,0,1
206921,1,1,2,244.0,98900.0,2.0,3.0,20.0,90.0,4.0,0.0,30.0,0,0,1,0,1,1,1
206922,2,1,2,5.0,74781.0,4.0,3.0,405.0,87.41,4.0,8.0,22.0,1,0,1,1,1,1,1
206924,2,0,2,140.0,37774.0,0.0,0.0,377.0,95.23,4.0,13.0,21.0,0,0,1,0,1,0,2
206991,1,0,2,185.0,48000.0,3.0,1.0,508.0,48.43,3.07,7.0,19.0,0,0,1,0,1,0,2
207001,2,0,2,136.0,81200.0,2.0,3.0,107.0,97.2,4.0,10.0,28.0,0,0,1,0,1,0,1
207003,2,0,2,147.0,86287.0,2.0,3.0,721.0,82.8,4.0,0.0,30.0,1,0,1,0,1,0,1
207006,1,0,2,185.0,36445.0,0.0,0.0,671.0,80.92,3.29,11.0,20.0,0,0,1,0,1,0,2
207011,1,0,2,148.0,94459.0,0.0,0.0,41.0,80.49,3.85,0.0,24.0,0,0,1,0,1,1,2
207013,2,0,2,143.0,64167.0,0.0,0.0,580.0,31.9,2.944,0.0,17.0,0,0,1,0,1,0,2
207015,2,0,1,168.0,61660.0,0.0,0.0,76.0,57.89,3.29,4.0,19.0,0,0,1,0,1,0,3
207017,2,0,2,237.0,56746.0,2.0,3.0,393.0,42.49,2.7,4.0,17.0,0,0,1,0,1,0,3
207019,1,0,1,151.0,56628.0,0.0,0.0,477.0,48.43,3.05,5.0,16.0,0,0,1,0,1,0,3
207020,1,0,1,151.0,56628.0,0.0,0.0,477.0,48.43,3.05,5.0,16.0,0,0,1,0,1,0,3
207021,1,0,1,151.0,56628.0,0.0,0.0,477.0,48.43,3.05,5.0,16.0,0,0,1,0,1,0,3
207024,2,0,2,7.0,63220.0,2.0,2.0,54.0,59.26,3.9819999999999998,13.0,25.0,0,0,1,1,1,0,1
207027,1,0,2,140.0,84605.0,0.0,0.0,456.0,96.49,4.0,0.0,27.0,0,0,1,0,1,0,1
207067,1,0,2,215.0,94167.0,1.0,2.0,52.0,73.08,4.0,0.0,30.0,1,0,1,0,1,0,1
207081,1,0,2,180.0,63030.0,2.0,3.0,481.0,25.36,3.83,4.0,17.0,0,0,1,0,1,0,1
207091,2,0,2,230.0,75479.0,0.0,0.0,118.0,98.31,4.0,0.0,30.0,0,0,1,0,1,0,1
207097,1,0,1,137.0,36875.0,3.0,3.0,402.0,78.36,3.7872,8.0,18.0,0,0,1,0,1,0,1
207099,2,0,2,456.0,48106.0,0.0,0.0,140.0,89.29,3.62,12.0,20.0,0,0,1,0,1,0,3
207102,1,0,2,178.0,63447.0,2.0,3.0,1341.0,82.55,4.1,8.0,29.0,1,0,1,0,1,0,1
207105,2,0,2,168.0,150909.0,1.0,3.0,508.0,87.2,3.41,10.0,21.0,1,0,1,0,1,0,3
207115,1,0,2,168.0,43250.0,0.0,0.0,406.0,96.8,4.0,0.0,26.0,0,0,1,0,1,0,4
207117,1,0,2,444.0,123864.0,2.0,3.0,483.0,80.12,3.51,4.0,21.0,1,0,1,0,0,0,3
207121,1,0,2,331.0,64531.0,0.0,0.0,783.0,97.06,3.6189999999999998,13.0,23.0,0,0,1,0,1,0,1
207122,1,0,2,0.0,41444.0,0.0,0.0,60.0,80.0,4.0,1.0,26.0,1,0,1,0,1,0,1
207129,2,0,2,123.0,124194.0,1.0,3.0,211.0,90.52,3.38,0.0,26.0,1,0,1,0,1,0,2
207134,1,0,2,146.0,69690.0,2.0,2.0,82.0,80.49,3.65,4.0,23.0,1,0,1,0,1,1,1
207140,1,0,2,920.0,98289.0,0.0,0.0,340.0,78.53,3.6,0.0,27.0,0,0,1,0,0,0,1
207143,1,0,2,168.0,68083.0,3.0,1.0,385.0,54.55,2.81,6.0,20.0,1,0,1,0,1,0,2
207144,1,0,2,251.0,33571.0,0.0,0.0,150.0,77.33,3.6,10.0,27.0,0,0,1,0,1,0,1
207146,1,0,2,160.0,80652.0,0.0,1.0,844.0,8.53,2.7,2.0,20.0,0,0,1,0,1,0,3
207158,2,0,2,140.0,66134.0,0.0,0.0,430.0,60.23,3.426,8.0,19.0,0,0,1,0,1,0,2
207175,2,0,2,220.0,62678.0,0.0,0.0,566.0,98.76,4.0,0.0,20.0,0,0,1,0,1,0,4
207176,1,0,2,162.0,45601.0,2.0,3.0,585.0,70.09,3.4,0.0,22.0,0,0,1,0,1,0,3
207182,2,0,2,137.0,33177.0,0.0,0.0,695.0,57.27,3.41,0.0,22.0,0,0,1,0,1,0,2
207183,1,0,2,155.0,136842.0,0.0,0.0,125.0,58.4,3.7304,7.0,23.0,0,0,1,0,1,0,1
207184,1,0,2,147.0,110017.0,0.0,0.0,468.0,90.6,4.0,14.0,20.0,1,0,1,0,1,0,3
207191,1,0,2,156.0,38596.0,3.0,0.0,508.0,31.69,2.5313,0.0,17.0,0,0,1,0,1,0,2
207196,1,0,0,148.0,61492.0,0.0,0.0,492.0,98.78,3.79,8.0,23.0,0,0,1,0,1,0,2
207197,1,0,2,5.0,126974.0,2.0,4.0,360.0,56.11,3.3789999999999996,2.0,13.0,0,0,1,1,1,0,3
207198,1,0,2,194.0,104032.0,0.0,0.0,381.0,65.88,3.721,9.0,26.0,0,0,1,0,1,0,1
207199,1,0,2,186.0,49815.0,0.0,0.0,663.0,82.35,3.77,2.0,22.0,0,0,1,0,1,0,3
207200,1,0,2,450.0,87500.0,0.0,0.0,471.0,92.78,3.9,0.0,22.0,0,0,1,0,1,0,3
207204,1,0,2,159.0,47857.0,1.0,3.0,935.0,68.45,4.0,0.0,26.0,1,0,1,0,1,0,1
207205,2,1,2,181.0,67255.0,0.0,0.0,429.0,63.4,3.1430000000000002,0.0,18.0,0,0,1,0,1,0,3
207211,2,0,2,155.0,50414.0,0.0,0.0,506.0,29.84,2.4667,2.0,17.0,0,0,1,0,1,0,2
207213,2,1,2,146.0,98180.0,0.0,0.0,650.0,50.77,3.62,0.0,22.0,1,0,1,0,1,0,1
207214,1,0,0,148.0,47708.0,0.0,0.0,425.0,40.24,2.8,2.0,14.0,0,0,1,0,1,0,2
207216,2,1,2,219.0,70098.0,3.0,3.0,389.0,35.73,3.1460000000000004,4.0,22.0,0,0,1,0,1,1,3
207220,1,0,1,190.0,33165.0,2.0,1.0,319.0,68.34,3.11,0.0,19.0,0,0,1,0,1,0,1
207221,1,0,1,190.0,33165.0,2.0,1.0,319.0,68.34,3.11,0.0,19.0,0,0,1,0,1,0,1
207229,2,0,2,451.0,25411.0,2.0,3.0,226.0,37.17,2.5869999999999997,12.0,21.0,0,0,1,0,0,0,2
207238,1,0,2,225.0,28308.0,0.0,0.0,82.0,43.9,3.4360000000000004,9.0,13.0,0,0,1,0,1,0,3
207244,2,0,2,184.0,29065.0,1.0,3.0,414.0,55.56,3.3339999999999996,1.0,17.0,0,0,1,0,1,0,2
207246,1,0,2,235.0,46092.0,0.0,0.0,255.0,67.45,3.333,5.0,20.0,0,0,1,0,1,0,3
207251,2,0,1,394.0,47454.0,0.0,0.0,429.0,69.23,3.6286,2.0,17.0,0,0,1,0,1,0,4
207252,1,0,2,7.0,105063.0,2.0,4.0,247.0,64.37,3.7667,0.0,19.0,0,0,1,1,1,0,1
207253,1,0,2,3.0,36450.0,2.0,4.0,435.0,57.01,3.29,0.0,17.0,0,0,1,1,1,0,1
207281,2,1,2,185.0,68297.0,3.0,3.0,652.0,95.86,3.81,9.0,27.0,1,0,1,0,1,0,1
207312,2,0,2,182.0,47087.0,0.0,0.0,394.0,66.24,3.7448,10.0,27.0,0,0,1,0,1,0,1
207314,1,0,2,384.0,46009.0,0.0,0.0,579.0,93.61,3.7442300000000004,0.0,24.0,0,0,1,0,1,0,3
207315,2,0,2,223.0,34451.0,0.0,0.0,102.0,79.41,3.44,4.0,19.0,0,0,1,0,1,0,2
207319,2,0,0,161.0,53175.0,0.0,0.0,627.0,75.6,3.5,0.0,18.0,0,0,1,0,1,0,2
207320,1,0,2,256.0,90667.0,0.0,0.0,480.0,95.63,3.903571,11.0,16.0,0,0,1,0,1,0,2
207321,2,0,2,151.0,69979.0,2.0,3.0,638.0,35.42,2.78,13.0,24.0,0,0,1,0,1,1,3
207325,2,0,2,180.0,130139.0,2.0,3.0,620.0,34.35,3.16,0.0,28.0,1,0,1,0,1,0,1
207333,1,0,1,437.0,49629.0,0.0,0.0,524.0,97.9,3.6,0.0,20.0,0,0,1,0,1,0,3
207341,2,0,2,168.0,100202.0,0.0,0.0,58.0,12.07,2.721,9.0,20.0,0,0,1,0,1,0,3
207344,1,0,2,134.0,91892.0,0.0,0.0,504.0,69.84,3.0,10.0,19.0,0,0,1,0,1,0,1
207348,2,0,1,153.0,57972.0,2.0,4.0,403.0,43.18,3.03,0.0,15.0,0,0,1,0,1,0,2
207352,1,0,0,114.0,36485.0,2.0,2.0,547.0,80.07,3.6039999999999996,5.0,18.0,0,0,1,0,1,0,1
207354,1,0,2,1045.0,43158.0,0.0,0.0,631.0,94.45,4.1,0.0,33.0,0,0,1,1,0,0,1
207355,1,0,2,211.0,50774.0,1.0,1.0,624.0,55.93,3.5761,7.0,25.0,0,0,1,0,1,0,1
207356,2,0,2,264.0,79945.0,1.0,3.0,34.0,85.29,4.0,2.0,25.0,1,0,1,0,1,0,1
207359,1,0,2,172.0,126923.0,0.0,0.0,65.0,93.85,3.97,13.0,20.0,0,0,1,0,1,0,1
207361,1,0,2,237.0,60910.0,0.0,0.0,422.0,59.48,3.4512,13.0,24.0,0,0,1,0,1,0,3
207382,2,0,2,161.0,35652.0,2.0,4.0,499.0,42.08,2.78,0.0,18.0,0,0,1,0,1,0,2
207384,1,0,2,188.0,30215.0,2.0,4.0,373.0,67.56,3.833,0.0,21.0,1,0,1,0,1,0,1
207418,1,1,2,388.0,48767.0,0.0,0.0,923.0,16.79,2.421,5.0,16.0,0,0,1,0,1,0,3
207421,2,0,2,147.0,66250.0,0.0,0.0,650.0,68.46,4.0,0.0,21.0,0,0,1,0,1,0,3
207427,2,0,1,1.0,190833.0,3.0,3.0,467.0,94.0,4.0,0.0,29.0,1,0,1,1,1,0,4
207429,1,0,2,240.0,27775.0,0.0,0.0,162.0,17.9,2.34,6.0,16.0,0,0,1,0,0,0,3
207431,1,0,2,220.0,94531.0,2.0,3.0,997.0,93.68,4.0,0.0,23.0,0,0,1,0,1,0,2
207436,1,0,2,214.0,63148.0,0.0,0.0,1.0,0.0,4.0,0.0,24.0,0,0,1,0,1,0,3
207437,1,0,2,199.0,52334.0,0.0,0.0,603.0,99.5,4.7,0.0,28.0,0,0,1,0,1,0,4
207447,1,0,2,303.0,103279.0,0.0,0.0,850.0,82.0,4.2,0.0,21.0,0,0,1,0,1,0,2
207449,2,0,1,323.0,36172.0,0.0,0.0,700.0,16.0,2.2917,1.0,19.0,0,0,1,0,1,0,2
207450,2,0,2,441.0,115170.0,0.0,0.0,498.0,65.06,3.0,0.0,20.0,0,0,1,0,1,0,3
207452,1,0,2,448.0,39194.0,0.0,0.0,497.0,95.98,3.5869999999999997,11.0,24.0,0,0,1,0,1,0,3
207453,1,0,2,570.0,92724.0,0.0,0.0,484.0,40.5,3.28,2.0,22.0,0,0,1,0,0,0,1
207454,1,0,2,166.0,24703.0,1.0,3.0,352.0,76.42,3.17,8.0,18.0,0,0,1,0,1,0,3
207455,1,0,1,161.0,40929.0,2.0,4.0,663.0,48.72,2.69,8.0,22.0,1,0,1,0,1,0,3
207456,1,0,2,112.0,114349.0,1.0,1.0,438.0,69.86,3.43,2.0,20.0,1,0,1,0,1,0,1
207457,2,0,2,214.0,37977.0,0.0,0.0,632.0,79.91,3.725,10.0,24.0,0,0,1,0,1,0,1
207458,1,0,1,182.0,129430.0,0.0,0.0,605.0,82.81,3.25,0.0,22.0,0,0,1,0,1,0,1
207460,1,1,2,180.0,45635.0,1.0,2.0,1560.0,61.54,3.68721,0.0,22.0,1,0,1,0,1,0,1
207464,2,0,0,509.0,142600.0,0.0,0.0,29.0,65.52,3.14,0.0,26.0,0,0,1,0,0,0,2
207473,1,0,2,151.0,70608.0,4.0,1.0,624.0,81.73,3.4231,12.0,21.0,0,0,1,0,1,0,2
207481,2,0,2,1.0,125000.0,2.0,3.0,475.0,88.21,4.0,16.0,28.0,0,0,1,1,1,1,3
207489,1,0,2,393.0,77921.0,0.0,0.0,524.0,23.66,2.735,0.0,16.0,0,0,1,0,1,0,3
207493,2,0,2,22.0,26736.0,2.0,3.0,44.0,54.55,3.36,0.0,19.0,0,0,1,1,1,0,1
207498,1,0,1,220.0,93233.0,0.0,0.0,623.0,90.85,3.88723,2.0,18.0,0,0,1,0,1,0,3
207501,1,0,2,7.0,29630.0,0.0,0.0,420.0,91.43,3.7,12.0,25.0,0,0,1,1,1,0,3
207502,2,0,2,1339.0,94980.0,2.0,3.0,47.0,46.81,2.72,0.0,19.0,1,0,1,0,0,0,2
207504,1,0,2,163.0,46982.0,0.0,0.0,47.0,95.74,4.8,0.0,19.0,0,0,1,0,1,1,1
207509,1,0,2,211.0,95146.0,1.0,1.0,427.0,47.54,3.19,10.0,20.0,0,0,1,0,1,0,3
207513,2,0,2,171.0,97603.0,1.0,2.0,334.0,76.35,3.753,1.0,21.0,0,0,1,0,1,0,1
207532,2,0,2,179.0,82489.0,0.0,0.0,628.0,48.57,2.68175,9.0,21.0,0,0,1,0,1,0,2
207537,2,0,2,170.0,26622.0,0.0,0.0,100.0,16.0,2.08,0.0,13.0,0,0,1,0,1,0,2
207544,1,0,2,231.0,61638.0,0.0,0.0,232.0,42.24,3.326,1.0,17.0,0,0,1,0,1,0,1
207549,2,0,2,194.0,79986.0,0.0,0.0,97.0,75.26,3.43,9.0,19.0,0,0,1,0,1,0,1
207553,2,0,2,146.0,24211.0,1.0,1.0,80.0,53.75,3.75,0.0,21.0,1,0,1,0,1,0,1
207554,1,0,2,143.0,46565.0,1.0,3.0,782.0,62.66,3.22,8.0,19.0,0,0,1,0,1,0,2
207564,1,0,2,139.0,49750.0,0.0,0.0,457.0,93.22,3.5,13.0,24.0,0,0,1,0,1,0,4
207571,1,0,2,305.0,38493.0,0.0,0.0,411.0,47.93,2.8,2.0,19.0,0,0,1,0,1,0,4
207576,1,0,1,292.0,70238.0,0.0,0.0,782.0,96.93,3.7619,12.0,24.0,0,0,1,0,1,0,3
207579,2,0,2,137.0,118236.0,0.0,0.0,387.0,38.24,3.17,7.0,22.0,0,0,1,0,1,0,3
207582,1,0,2,366.0,29706.0,3.0,2.0,19.0,94.74,3.912,1.0,30.0,1,0,1,0,0,1,1
207601,1,0,2,153.0,43644.0,2.0,3.0,326.0,74.23,3.6039999999999996,6.0,15.0,0,0,1,0,1,0,2
207605,1,0,2,219.0,94034.0,2.0,5.0,347.0,38.33,3.092,0.0,21.0,0,0,1,0,1,0,3
207608,1,0,2,227.0,55809.0,2.0,3.0,72.0,75.0,3.61,4.0,19.0,1,0,1,0,1,0,3
207610,2,0,2,330.0,80566.0,4.0,4.0,658.0,11.55,1.97,0.0,16.0,1,0,1,0,1,0,3
207612,2,0,2,194.0,75243.0,3.0,3.0,245.0,57.55,3.859,4.0,23.0,0,0,1,0,1,0,1
207617,1,0,2,168.0,47934.0,2.0,3.0,496.0,61.29,2.86,9.0,18.0,0,0,1,0,1,0,2
207618,2,0,2,143.0,23800.0,0.0,0.0,220.0,51.82,3.1,1.0,16.0,0,0,1,0,1,0,2
